10, 1, 2, 1
11, 1, 5, 2

11, 1, 4, 2
20, 2, 1, 1, "test1" "test2"
21, 2, 3, 2,
22, 2, 4, 3,
30, 3, 2, 1
31, 3, 8, 2
40, 4, 1, 1
41, 4, 2, 2
42, 4, 7, 3
50, 5, 1, 1
51, 5, 6, 2
60, 6, 5, 1
61, 6, 7, 2
62, 6, 9, 3
70, 7, 4, 1
71, 7, 6, 2
72, 7, 11, 3
80, 8, 3, 1
81, 8, 9, 2
82, 8, 12, 3
90, 9, 6, 1
91, 9, 8, 2
92, 9, 10, 3
100, 10, 9, 1
101, 10, 11, 2
102, 10, 13, 3
110, 11, 7, 1
111, 11, 10, 2
112, 11, 13, 3
113, 11, 14, 4
120, 12, 8, 1
121, 12, 15, 2
130, 13, 10, 1
131, 13, 11, 2
132, 13, 15, 3
133, 13, 16, 4
134, 13, 17, 5
140, 14, 11, 1
141, 14, 19, 2
150, 15, 12, 1
151, 15, 13, 2
152, 15, 18, 3
153, 15, 20, 4
154, 15, 21, 5
160, 16, 13, 1
170, 17, 13, 1
171, 17, 22, 2
180, 18, 15, 1
181, 18, 20, 2
190, 19, 14, 1
191, 19, 22, 2
200, 20, 15, 1
201, 20, 18, 2
202, 20, 21, 3
210, 21, 15, 1
211, 21, 20, 2
212, 21, 22, 3
220, 22, 17, 1
221, 22, 19, 2
222, 22, 21, 3

wait, 5000
110, 101, 102, 11
111, 101, 105, 12

111, 101, 104, 12
120, 102, 101, 11, "test1" "test2"
121, 102, 103, 12,
122, 102, 104, 13,
130, 103, 102, 11
131, 103, 108, 12
140, 104, 101, 11
141, 104, 102, 12
142, 104, 107, 13
150, 105, 101, 11
151, 105, 106, 12
160, 106, 105, 11
161, 106, 107, 12
162, 106, 109, 13
170, 107, 104, 11
171, 107, 106, 12
172, 107, 111, 13
180, 108, 103, 11
181, 108, 109, 12
182, 108, 112, 13
190, 109, 106, 11
191, 109, 108, 12
192, 109, 110, 13
1100, 110, 109, 11
1101, 110, 111, 12
1102, 110, 113, 13
1110, 111, 107, 11
1111, 111, 110, 12
1112, 111, 113, 13
1113, 111, 114, 14
1120, 112, 108, 11
1121, 112, 115, 12
1130, 113, 110, 11
1131, 113, 111, 12
1132, 113, 115, 13
1133, 113, 116, 14
1134, 113, 117, 15
1140, 114, 111, 11
1141, 114, 119, 12
1150, 115, 112, 11
1151, 115, 113, 12
1152, 115, 118, 13
1153, 115, 120, 14
1154, 115, 121, 15
1160, 116, 113, 11
1170, 117, 113, 11
1171, 117, 122, 12
1180, 118, 115, 11
1181, 118, 120, 12
1190, 119, 114, 11
1191, 119, 122, 12
1200, 120, 115, 11
1201, 120, 118, 12
1202, 120, 121, 13
1210, 121, 115, 11
1211, 121, 120, 12
1212, 121, 122, 13
1220, 122, 117, 11
1221, 122, 119, 12
1222, 122, 121, 13
